Time,SP,block,EPEX_DA_half-hourly  [GBP/MWh],SSP [GBP/MWh],DCL [GBP/MW/h],DCH [GBP/MW/h]
01/04/2022 00:00,1,1,234,175.71274,1.7,1.7
01/04/2022 00:30,2,1,220,178.12332,1.7,1.7
01/04/2022 01:00,3,1,200.8,180,1.7,1.7
01/04/2022 01:30,4,1,242,165,1.7,1.7
01/04/2022 02:00,5,1,226,175.01,1.7,1.7
01/04/2022 02:30,6,1,210,180,1.7,1.7
01/04/2022 03:00,7,2,215,270,8.96,6.5
01/04/2022 03:30,8,2,199.3,280,8.96,6.5
01/04/2022 04:00,9,2,214.5,270,8.96,6.5
01/04/2022 04:30,10,2,203.3,270,8.96,6.5
01/04/2022 05:00,11,2,211.2,260,8.96,6.5
01/04/2022 05:30,12,2,214,316,8.96,6.5
01/04/2022 06:00,13,2,220,316,8.96,6.5
01/04/2022 06:30,14,2,225,316,8.96,6.5
01/04/2022 07:00,15,3,198,339,4.89,0.93
01/04/2022 07:30,16,3,316.7,494.23,4.89,0.93
01/04/2022 08:00,17,3,321.3,390,4.89,0.93
01/04/2022 08:30,18,3,311.4,339,4.89,0.93
01/04/2022 09:00,19,3,305.6,186,4.89,0.93
01/04/2022 09:30,20,3,282.8,339,4.89,0.93
01/04/2022 10:00,21,3,298,330,4.89,0.93
01/04/2022 10:30,22,3,274,316,4.89,0.93
01/04/2022 11:00,23,4,266.6,330,1.5,0.25
01/04/2022 11:30,24,4,262,316,1.5,0.25
01/04/2022 12:00,25,4,259.5,339,1.5,0.25
01/04/2022 12:30,26,4,246.4,335,1.5,0.25
01/04/2022 13:00,27,4,236.1,316,1.5,0.25
01/04/2022 13:30,28,4,211,309,1.5,0.25
01/04/2022 14:00,29,4,215,309,1.5,0.25
01/04/2022 14:30,30,4,212,191,1.5,0.25
01/04/2022 15:00,31,5,203,191,47.99,0.58
01/04/2022 15:30,32,5,239,191,47.99,0.58
01/04/2022 16:00,33,5,210,191,47.99,0.58
01/04/2022 16:30,34,5,233.45,191,47.99,0.58
01/04/2022 17:00,35,5,220,189.1,47.99,0.58
01/04/2022 17:30,36,5,262.4,191.5,47.99,0.58
01/04/2022 18:00,37,5,296,191,47.99,0.58
01/04/2022 18:30,38,5,312.1,369,47.99,0.58
01/04/2022 19:00,39,6,311.4,215,1.13,0.58
01/04/2022 19:30,40,6,316.6,369,1.13,0.58
01/04/2022 20:00,41,6,323.2,368,1.13,0.58
01/04/2022 20:30,42,6,276.8,191,1.13,0.58
01/04/2022 21:00,43,6,273.1,191,1.13,0.58
01/04/2022 21:30,44,6,267.8,187.1,1.13,0.58
01/04/2022 22:00,45,6,245,187.1,1.13,0.58
01/04/2022 22:30,46,6,235,276,1.13,0.58
01/04/2022 23:00,47,1,260.6,246,0.56,0.62
01/04/2022 23:30,48,1,260.9,363,0.56,0.62
02/04/2022 00:00,1,1,242.8,263,0.56,0.62
02/04/2022 00:30,2,1,232.1,254,0.56,0.62
02/04/2022 01:00,3,1,225.1,186,0.56,0.62
02/04/2022 01:30,4,1,245,263,0.56,0.62
02/04/2022 02:00,5,1,218,263,0.56,0.62
02/04/2022 02:30,6,1,205.1,245.3,0.56,0.62
02/04/2022 03:00,7,2,206,181,3,3
02/04/2022 03:30,8,2,201.1,263,3,3
02/04/2022 04:00,9,2,210,263,3,3
02/04/2022 04:30,10,2,206,179,3,3
02/04/2022 05:00,11,2,226.8,179.05,3,3
02/04/2022 05:30,12,2,233.9,179.05,3,3
02/04/2022 06:00,13,2,233.8,179.05,3,3
02/04/2022 06:30,14,2,240.8,263,3,3
02/04/2022 07:00,15,3,249,263,1.2,0.61
02/04/2022 07:30,16,3,300,299,1.2,0.61
02/04/2022 08:00,17,3,284,260,1.2,0.61
02/04/2022 08:30,18,3,288.8,299,1.2,0.61
02/04/2022 09:00,19,3,297.6,260,1.2,0.61
02/04/2022 09:30,20,3,269,260,1.2,0.61
02/04/2022 10:00,21,3,272.2,260,1.2,0.61
02/04/2022 10:30,22,3,249,260,1.2,0.61
02/04/2022 11:00,23,4,254,260,1.5,1.65
02/04/2022 11:30,24,4,265.6,181.01,1.5,1.65
02/04/2022 12:00,25,4,251.25,260,1.5,1.65
02/04/2022 12:30,26,4,242,260,1.5,1.65
02/04/2022 13:00,27,4,254,345,1.5,1.65
02/04/2022 13:30,28,4,214,344.00006,1.5,1.65
02/04/2022 14:00,29,4,227.8,260,1.5,1.65
02/04/2022 14:30,30,4,216.15,260,1.5,1.65
02/04/2022 15:00,31,5,215,181.52,12.11,3.95
02/04/2022 15:30,32,5,226.2,181.52,12.11,3.95
02/04/2022 16:00,33,5,210.3,181.52,12.11,3.95
02/04/2022 16:30,34,5,267.05,182.1,12.11,3.95
02/04/2022 17:00,35,5,235.3,181.52,12.11,3.95
02/04/2022 17:30,36,5,297.6,260,12.11,3.95
02/04/2022 18:00,37,5,286.9,262.55891,12.11,3.95
02/04/2022 18:30,38,5,312.85,181.52,12.11,3.95
02/04/2022 19:00,39,6,313.1,340,2,0.5
02/04/2022 19:30,40,6,314,369,2,0.5
02/04/2022 20:00,41,6,319.8,330,2,0.5
02/04/2022 20:30,42,6,290.2,340,2,0.5
02/04/2022 21:00,43,6,328,346.5,2,0.5
02/04/2022 21:30,44,6,276.35,183.1,2,0.5
02/04/2022 22:00,45,6,263,183,2,0.5
02/04/2022 22:30,46,6,246,183.1,2,0.5
02/04/2022 23:00,47,1,260,183.1,0.55,0.54
02/04/2022 23:30,48,1,242,252,0.55,0.54
03/04/2022 00:00,1,1,272,254,0.55,0.54
03/04/2022 00:30,2,1,246,252,0.55,0.54
03/04/2022 01:00,3,1,240,252,0.55,0.54
03/04/2022 01:30,4,1,254,251.8,0.55,0.54
03/04/2022 02:00,5,1,261,251.8,0.55,0.54
03/04/2022 02:30,6,1,225,250,0.55,0.54
03/04/2022 03:00,7,2,233.6,182,2.88,2.88
03/04/2022 03:30,8,2,214,181.6,2.88,2.88
03/04/2022 04:00,9,2,245.25,249,2.88,2.88
03/04/2022 04:30,10,2,214,183.9,2.88,2.88
03/04/2022 05:00,11,2,220.8,184,2.88,2.88
03/04/2022 05:30,12,2,240,183.9,2.88,2.88
03/04/2022 06:00,13,2,227,181.75,2.88,2.88
03/04/2022 06:30,14,2,241.6,181.75,2.88,2.88
03/04/2022 07:00,15,3,213.9,181.75,1.49,0.57
03/04/2022 07:30,16,3,268.6,249,1.49,0.57
03/04/2022 08:00,17,3,230.2,347,1.49,0.57
03/04/2022 08:30,18,3,251.8,335,1.49,0.57
03/04/2022 09:00,19,3,196.6,310,1.49,0.57
03/04/2022 09:30,20,3,253,294,1.49,0.57
03/04/2022 10:00,21,3,196.4,310,1.49,0.57
03/04/2022 10:30,22,3,246,294,1.49,0.57
03/04/2022 11:00,23,4,222.8,175,1.86,0.5
03/04/2022 11:30,24,4,215,175.15,1.86,0.5
03/04/2022 12:00,25,4,224,175.15,1.86,0.5
03/04/2022 12:30,26,4,223.7,175.15,1.86,0.5
03/04/2022 13:00,27,4,209.6,310,1.86,0.5
03/04/2022 13:30,28,4,203,175.15,1.86,0.5
03/04/2022 14:00,29,4,205.6,160.2,1.86,0.5
03/04/2022 14:30,30,4,211.8,-56.58,1.86,0.5
03/04/2022 15:00,31,5,200,-54.85,47.98,1.2
03/04/2022 15:30,32,5,213.1,-56.58,47.98,1.2
03/04/2022 16:00,33,5,220,252,47.98,1.2
03/04/2022 16:30,34,5,238,265,47.98,1.2
03/04/2022 17:00,35,5,246.35,265,47.98,1.2
03/04/2022 17:30,36,5,300,265,47.98,1.2
03/04/2022 18:00,37,5,291.2,300,47.98,1.2
03/04/2022 18:30,38,5,263.4,334.5,47.98,1.2
03/04/2022 19:00,39,6,249,275,4.24,1.37
03/04/2022 19:30,40,6,235,135,4.24,1.37
03/04/2022 20:00,41,6,262.4,145,4.24,1.37
03/04/2022 20:30,42,6,174,120,4.24,1.37
03/04/2022 21:00,43,6,255,235,4.24,1.37
03/04/2022 21:30,44,6,205,235,4.24,1.37
03/04/2022 22:00,45,6,238,234,4.24,1.37
03/04/2022 22:30,46,6,175,147,4.24,1.37
03/04/2022 23:00,47,1,185,0,2.2,2.2
03/04/2022 23:30,48,1,165,0,2.2,2.2
04/04/2022 00:00,1,1,187,5,2.2,2.2
04/04/2022 00:30,2,1,140,5,2.2,2.2
04/04/2022 01:00,3,1,140,155,2.2,2.2
04/04/2022 01:30,4,1,162,60.87,2.2,2.2
04/04/2022 02:00,5,1,143,77.68,2.2,2.2
04/04/2022 02:30,6,1,115.2,43.15,2.2,2.2
04/04/2022 03:00,7,2,131.2,44.93,16.48,8.17
04/04/2022 03:30,8,2,113,40.7,16.48,8.17
04/04/2022 04:00,9,2,130,39.01,16.48,8.17
04/04/2022 04:30,10,2,122,31.62,16.48,8.17
04/04/2022 05:00,11,2,138,80.82,16.48,8.17
04/04/2022 05:30,12,2,140,230,16.48,8.17
04/04/2022 06:00,13,2,183.4,119.71,16.48,8.17
04/04/2022 06:30,14,2,208.5,235,16.48,8.17
04/04/2022 07:00,15,3,180,244,5,5.2
04/04/2022 07:30,16,3,226,255.55,5,5.2
04/04/2022 08:00,17,3,215,255.55,5,5.2
04/04/2022 08:30,18,3,207.7,258,5,5.2
04/04/2022 09:00,19,3,220,22,5,5.2
04/04/2022 09:30,20,3,220,155.71,5,5.2
04/04/2022 10:00,21,3,214.4,233,5,5.2
04/04/2022 10:30,22,3,209.95,234,5,5.2
04/04/2022 11:00,23,4,200.6,250,1.86,1.83
04/04/2022 11:30,24,4,210.5,250,1.86,1.83
04/04/2022 12:00,25,4,220.8,250,1.86,1.83
04/04/2022 12:30,26,4,208.5,250,1.86,1.83
04/04/2022 13:00,27,4,195.2,156,1.86,1.83
04/04/2022 13:30,28,4,172.4,200,1.86,1.83
04/04/2022 14:00,29,4,180,233,1.86,1.83
04/04/2022 14:30,30,4,180,200,1.86,1.83
04/04/2022 15:00,31,5,174.4,138,60,10
04/04/2022 15:30,32,5,198,145.1,60,10
04/04/2022 16:00,33,5,174.4,258,60,10
04/04/2022 16:30,34,5,222.7,263,60,10
04/04/2022 17:00,35,5,227.5,267,60,10
04/04/2022 17:30,36,5,265.6,267,60,10
04/04/2022 18:00,37,5,252,267,60,10
04/04/2022 18:30,38,5,255,267,60,10
04/04/2022 19:00,39,6,261,267,3.61,3.61
04/04/2022 19:30,40,6,251,267,3.61,3.61
04/04/2022 20:00,41,6,249,262.5,3.61,3.61
04/04/2022 20:30,42,6,224,146.05,3.61,3.61
04/04/2022 21:00,43,6,227.8,146.2,3.61,3.61
04/04/2022 21:30,44,6,190,146.3,3.61,3.61
04/04/2022 22:00,45,6,181,147,3.61,3.61
04/04/2022 22:30,46,6,155,245,3.61,3.61
04/04/2022 23:00,47,1,205,244,5.1,6
04/04/2022 23:30,48,1,208.2,245,5.1,6
05/04/2022 00:00,1,1,186.4,233,5.1,6
05/04/2022 00:30,2,1,175,233,5.1,6
05/04/2022 01:00,3,1,186.4,233,5.1,6
05/04/2022 01:30,4,1,210.95,235,5.1,6
05/04/2022 02:00,5,1,196.8,233,5.1,6
05/04/2022 02:30,6,1,186.4,235,5.1,6
05/04/2022 03:00,7,2,186.4,235,26.28,8.5
05/04/2022 03:30,8,2,175,235,26.28,8.5
05/04/2022 04:00,9,2,177.7,235,26.28,8.5
05/04/2022 04:30,10,2,180,233,26.28,8.5
05/04/2022 05:00,11,2,210.7,235,26.28,8.5
05/04/2022 05:30,12,2,207,248.95,26.28,8.5
05/04/2022 06:00,13,2,186.4,248.95,26.28,8.5
05/04/2022 06:30,14,2,210,248.95,26.28,8.5
05/04/2022 07:00,15,3,184.5,146.3,10,1.2
05/04/2022 07:30,16,3,245.5,248.95,10,1.2
05/04/2022 08:00,17,3,246.9,310,10,1.2
05/04/2022 08:30,18,3,245,248.95,10,1.2
05/04/2022 09:00,19,3,242,146.05,10,1.2
05/04/2022 09:30,20,3,232,146,10,1.2
05/04/2022 10:00,21,3,218,141,10,1.2
05/04/2022 10:30,22,3,194.5,146,10,1.2
05/04/2022 11:00,23,4,204.95,148,2.98,2.98
05/04/2022 11:30,24,4,200.7,148.1,2.98,2.98
05/04/2022 12:00,25,4,182,248.95,2.98,2.98
05/04/2022 12:30,26,4,179.4,248.95,2.98,2.98
05/04/2022 13:00,27,4,176.5,146.2,2.98,2.98
05/04/2022 13:30,28,4,158,146,2.98,2.98
05/04/2022 14:00,29,4,150,80,2.98,2.98
05/04/2022 14:30,30,4,160,146,2.98,2.98
05/04/2022 15:00,31,5,158,225,70,5.35
05/04/2022 15:30,32,5,179.1,147.7,70,5.35
05/04/2022 16:00,33,5,177.4,148.6,70,5.35
05/04/2022 16:30,34,5,212.8,226,70,5.35
05/04/2022 17:00,35,5,200.4,245,70,5.35
05/04/2022 17:30,36,5,236.8,250,70,5.35
05/04/2022 18:00,37,5,235,255,70,5.35
05/04/2022 18:30,38,5,229,255,70,5.35
05/04/2022 19:00,39,6,220,259.5,55,2.95
05/04/2022 19:30,40,6,200,255,55,2.95
05/04/2022 20:00,41,6,204,255,55,2.95
05/04/2022 20:30,42,6,193.2,0,55,2.95
05/04/2022 21:00,43,6,208,148.15,55,2.95
05/04/2022 21:30,44,6,190,142,55,2.95
05/04/2022 22:00,45,6,178.4,142,55,2.95
05/04/2022 22:30,46,6,147.8,78,55,2.95
05/04/2022 23:00,47,1,163.2,210,37,1.2
05/04/2022 23:30,48,1,131.2,209,37,1.2
06/04/2022 00:00,1,1,145,209,37,1.2
06/04/2022 00:30,2,1,130,210,37,1.2
06/04/2022 01:00,3,1,131.45,210,37,1.2
06/04/2022 01:30,4,1,166,228,37,1.2
06/04/2022 02:00,5,1,160,213.46074,37,1.2
06/04/2022 02:30,6,1,136,228,37,1.2
06/04/2022 03:00,7,2,150.4,209,51,10.88
06/04/2022 03:30,8,2,131,179.04,51,10.88
06/04/2022 04:00,9,2,147.2,233,51,10.88
06/04/2022 04:30,10,2,148.4,235,51,10.88
06/04/2022 05:00,11,2,145,209,51,10.88
06/04/2022 05:30,12,2,162.5,65,51,10.88
06/04/2022 06:00,13,2,175,228,51,10.88
06/04/2022 06:30,14,2,190,228,51,10.88
06/04/2022 07:00,15,3,184,232,89,0.78
06/04/2022 07:30,16,3,210,233,89,0.78
06/04/2022 08:00,17,3,211,233,89,0.78
06/04/2022 08:30,18,3,211,233,89,0.78
06/04/2022 09:00,19,3,216,149.05,89,0.78
06/04/2022 09:30,20,3,204.6,141,89,0.78
06/04/2022 10:00,21,3,218,141,89,0.78
06/04/2022 10:30,22,3,215,138,89,0.78
06/04/2022 11:00,23,4,208,141,85,2.5
06/04/2022 11:30,24,4,203,147,85,2.5
06/04/2022 12:00,25,4,217.6,147,85,2.5
06/04/2022 12:30,26,4,210,149.5,85,2.5
06/04/2022 13:00,27,4,204.8,141,85,2.5
06/04/2022 13:30,28,4,180,130,85,2.5
06/04/2022 14:00,29,4,186,130,85,2.5
06/04/2022 14:30,30,4,176.2,141,85,2.5
06/04/2022 15:00,31,5,172,147,103,6.51
06/04/2022 15:30,32,5,172,149.5,103,6.51
06/04/2022 16:00,33,5,167.9,141,103,6.51
06/04/2022 16:30,34,5,198.1,150.05,103,6.51
06/04/2022 17:00,35,5,164.6,294.89,103,6.51
06/04/2022 17:30,36,5,214,263,103,6.51
06/04/2022 18:00,37,5,215,263,103,6.51
06/04/2022 18:30,38,5,214,349,103,6.51
06/04/2022 19:00,39,6,215,349,79.99,2.95
06/04/2022 19:30,40,6,210,349,79.99,2.95
06/04/2022 20:00,41,6,202,349,79.99,2.95
06/04/2022 20:30,42,6,199.8,263,79.99,2.95
06/04/2022 21:00,43,6,215,255,79.99,2.95
06/04/2022 21:30,44,6,188.4,253,79.99,2.95
06/04/2022 22:00,45,6,183.2,150.25,79.99,2.95
06/04/2022 22:30,46,6,152,150.25,79.99,2.95
06/04/2022 23:00,47,1,218,215,46.99,4.98
06/04/2022 23:30,48,1,146,220.39452,46.99,4.98
07/04/2022 00:00,1,1,156.6,225,46.99,4.98
07/04/2022 00:30,2,1,130,225,46.99,4.98
07/04/2022 01:00,3,1,144.4,221,46.99,4.98
07/04/2022 01:30,4,1,181.6,225,46.99,4.98
07/04/2022 02:00,5,1,160,225,46.99,4.98
07/04/2022 02:30,6,1,140,225,46.99,4.98
07/04/2022 03:00,7,2,135,225,62.99,11.98
07/04/2022 03:30,8,2,120,221,62.99,11.98
07/04/2022 04:00,9,2,156,220,62.99,11.98
07/04/2022 04:30,10,2,136.3,153.85013,62.99,11.98
07/04/2022 05:00,11,2,129.2,215,62.99,11.98
07/04/2022 05:30,12,2,163.2,215,62.99,11.98
07/04/2022 06:00,13,2,182,225,62.99,11.98
07/04/2022 06:30,14,2,224,225,62.99,11.98
07/04/2022 07:00,15,3,190,225,104,3.96
07/04/2022 07:30,16,3,249.6,225,104,3.96
07/04/2022 08:00,17,3,230,130,104,3.96
07/04/2022 08:30,18,3,220.8,130,104,3.96
07/04/2022 09:00,19,3,208,135,104,3.96
07/04/2022 09:30,20,3,186,135,104,3.96
07/04/2022 10:00,21,3,190.8,0,104,3.96
07/04/2022 10:30,22,3,182.4,222,104,3.96
07/04/2022 11:00,23,4,180.1,222,77,4
07/04/2022 11:30,24,4,176,222,77,4
07/04/2022 12:00,25,4,168.81,225,77,4
07/04/2022 12:30,26,4,178,225,77,4
07/04/2022 13:00,27,4,183.9,222,77,4
07/04/2022 13:30,28,4,169.4,222,77,4
07/04/2022 14:00,29,4,163.2,151,77,4
07/04/2022 14:30,30,4,167,151,77,4
07/04/2022 15:00,31,5,159.5,150.2,81.98,5.92
07/04/2022 15:30,32,5,189.6,222,81.98,5.92
07/04/2022 16:00,33,5,162.5,130,81.98,5.92
07/04/2022 16:30,34,5,190,130,81.98,5.92
07/04/2022 17:00,35,5,176.3,215,81.98,5.92
07/04/2022 17:30,36,5,220,212.46,81.98,5.92
07/04/2022 18:00,37,5,200.56,238,81.98,5.92
07/04/2022 18:30,38,5,214,238,81.98,5.92
07/04/2022 19:00,39,6,240,288,47.91,3.95
07/04/2022 19:30,40,6,230.4,325,47.91,3.95
07/04/2022 20:00,41,6,246,324,47.91,3.95
07/04/2022 20:30,42,6,219.4,325,47.91,3.95
07/04/2022 21:00,43,6,240,325,47.91,3.95
07/04/2022 21:30,44,6,197.7,324.95,47.91,3.95
07/04/2022 22:00,45,6,220,305,47.91,3.95
07/04/2022 22:30,46,6,193,238,47.91,3.95
07/04/2022 23:00,47,1,199,151.1,2.6,5
07/04/2022 23:30,48,1,174.5,150.1,2.6,5
08/04/2022 00:00,1,1,175,138,2.6,5
08/04/2022 00:30,2,1,167.2,225,2.6,5
08/04/2022 01:00,3,1,168.2,238,2.6,5
08/04/2022 01:30,4,1,213.4,238,2.6,5
08/04/2022 02:00,5,1,185,238,2.6,5
08/04/2022 02:30,6,1,183.9,238,2.6,5
08/04/2022 03:00,7,2,183,238,1.2,6
08/04/2022 03:30,8,2,183.9,238,1.2,6
08/04/2022 04:00,9,2,193.65,238,1.2,6
08/04/2022 04:30,10,2,184.3,152,1.2,6
08/04/2022 05:00,11,2,226,252.58858,1.2,6
08/04/2022 05:30,12,2,198,152,1.2,6
08/04/2022 06:00,13,2,214,265,1.2,6
08/04/2022 06:30,14,2,249.6,294,1.2,6
08/04/2022 07:00,15,3,240,319.95,0.99,0.73
08/04/2022 07:30,16,3,279,325,0.99,0.73
08/04/2022 08:00,17,3,260,324,0.99,0.73
08/04/2022 08:30,18,3,253.1,334.9,0.99,0.73
08/04/2022 09:00,19,3,265.7,330,0.99,0.73
08/04/2022 09:30,20,3,250.1,152.1,0.99,0.73
08/04/2022 10:00,21,3,248,152.1,0.99,0.73
08/04/2022 10:30,22,3,220,60,0.99,0.73
08/04/2022 11:00,23,4,231.53,147,4.84,1.86
08/04/2022 11:30,24,4,214,147,4.84,1.86
08/04/2022 12:00,25,4,216,153,4.84,1.86
08/04/2022 12:30,26,4,209.6,147,4.84,1.86
08/04/2022 13:00,27,4,199.7,147,4.84,1.86
08/04/2022 13:30,28,4,190,152.1,4.84,1.86
08/04/2022 14:00,29,4,184,152.1,4.84,1.86
08/04/2022 14:30,30,4,176,152.1,4.84,1.86
08/04/2022 15:00,31,5,170,148,59.98,7
08/04/2022 15:30,32,5,172,152.1,59.98,7
08/04/2022 16:00,33,5,174,153.01,59.98,7
08/04/2022 16:30,34,5,190,154,59.98,7
08/04/2022 17:00,35,5,177,152.1,59.98,7
08/04/2022 17:30,36,5,218.9,188.4,59.98,7
08/04/2022 18:00,37,5,214.4,256,59.98,7
08/04/2022 18:30,38,5,223.1,275,59.98,7
08/04/2022 19:00,39,6,230,275,10.23,4
08/04/2022 19:30,40,6,225.6,275,10.23,4
08/04/2022 20:00,41,6,230,275,10.23,4
08/04/2022 20:30,42,6,190.4,275,10.23,4
08/04/2022 21:00,43,6,216.8,275,10.23,4
08/04/2022 21:30,44,6,170,155.5,10.23,4
08/04/2022 22:00,45,6,215.4,152,10.23,4
08/04/2022 22:30,46,6,182.4,151.87099,10.23,4
08/04/2022 23:00,47,1,210,229,4.83,1.2
08/04/2022 23:30,48,1,184,265,4.83,1.2
09/04/2022 00:00,1,1,190.5,285,4.83,1.2
09/04/2022 00:30,2,1,169.6,206.07,4.83,1.2
09/04/2022 01:00,3,1,191.1,200,4.83,1.2
09/04/2022 01:30,4,1,211.1,265,4.83,1.2
09/04/2022 02:00,5,1,191.8,265,4.83,1.2
09/04/2022 02:30,6,1,184,200,4.83,1.2
09/04/2022 03:00,7,2,205,157,6.25,1.2
09/04/2022 03:30,8,2,188.8,156,6.25,1.2
09/04/2022 04:00,9,2,204.3,156,6.25,1.2
09/04/2022 04:30,10,2,191.1,156,6.25,1.2
09/04/2022 05:00,11,2,191,229,6.25,1.2
09/04/2022 05:30,12,2,190.4,295,6.25,1.2
09/04/2022 06:00,13,2,182.6,233,6.25,1.2
09/04/2022 06:30,14,2,198,275,6.25,1.2
09/04/2022 07:00,15,3,196.8,324,15.48,1
09/04/2022 07:30,16,3,236,322,15.48,1
09/04/2022 08:00,17,3,235.1,321.9,15.48,1
09/04/2022 08:30,18,3,229,295,15.48,1
09/04/2022 09:00,19,3,222.4,248,15.48,1
09/04/2022 09:30,20,3,205.6,125,15.48,1
09/04/2022 10:00,21,3,206.4,260,15.48,1
09/04/2022 10:30,22,3,195.2,248,15.48,1
09/04/2022 11:00,23,4,197.6,248,47.98,1.1
09/04/2022 11:30,24,4,204,248,47.98,1.1
09/04/2022 12:00,25,4,181,248,47.98,1.1
09/04/2022 12:30,26,4,181,235,47.98,1.1
09/04/2022 13:00,27,4,180.8,235,47.98,1.1
09/04/2022 13:30,28,4,173,157.55,47.98,1.1
09/04/2022 14:00,29,4,168,157.55,47.98,1.1
09/04/2022 14:30,30,4,172,235,47.98,1.1
09/04/2022 15:00,31,5,174.8,235,69,5.55
09/04/2022 15:30,32,5,175,225,69,5.55
09/04/2022 16:00,33,5,174.9,235,69,5.55
09/04/2022 16:30,34,5,206.5,158,69,5.55
09/04/2022 17:00,35,5,167,158,69,5.55
09/04/2022 17:30,36,5,210,158,69,5.55
09/04/2022 18:00,37,5,209,158.65,69,5.55
09/04/2022 18:30,38,5,238.3,323,69,5.55
09/04/2022 19:00,39,6,235.8,158.65,2.49,0.62
09/04/2022 19:30,40,6,241.2,300,2.49,0.62
09/04/2022 20:00,41,6,248,158.65,2.49,0.62
09/04/2022 20:30,42,6,228,158.65,2.49,0.62
09/04/2022 21:00,43,6,253,158.65,2.49,0.62
09/04/2022 21:30,44,6,233,0,2.49,0.62
09/04/2022 22:00,45,6,238,158.6,2.49,0.62
09/04/2022 22:30,46,6,212.8,158.6,2.49,0.62
09/04/2022 23:00,47,1,247.9,257,2.35,2.35
09/04/2022 23:30,48,1,235,320,2.35,2.35
10/04/2022 00:00,1,1,230,249.5,2.35,2.35
10/04/2022 00:30,2,1,225.6,323,2.35,2.35
10/04/2022 01:00,3,1,216,159.65,2.35,2.35
10/04/2022 01:30,4,1,225,160.05,2.35,2.35
10/04/2022 02:00,5,1,225.6,160.1,2.35,2.35
10/04/2022 02:30,6,1,205,160.15,2.35,2.35
10/04/2022 03:00,7,2,218,200,2.55,2.55
10/04/2022 03:30,8,2,200,295,2.55,2.55
10/04/2022 04:00,9,2,210,300,2.55,2.55
10/04/2022 04:30,10,2,193.8,264,2.55,2.55
10/04/2022 05:00,11,2,200,160.3,2.55,2.55
10/04/2022 05:30,12,2,202,160.3,2.55,2.55
10/04/2022 06:00,13,2,201.9,160.1,2.55,2.55
10/04/2022 06:30,14,2,212.6,160.5,2.55,2.55
10/04/2022 07:00,15,3,193.9,160.3,7.25,0.9
10/04/2022 07:30,16,3,233.8,158.5,7.25,0.9
10/04/2022 08:00,17,3,186.2,155.5,7.25,0.9
10/04/2022 08:30,18,3,206.85,160.5,7.25,0.9
10/04/2022 09:00,19,3,182,160.5,7.25,0.9
10/04/2022 09:30,20,3,204,160.5,7.25,0.9
10/04/2022 10:00,21,3,172,160.5,7.25,0.9
10/04/2022 10:30,22,3,185.6,158.65827,7.25,0.9
10/04/2022 11:00,23,4,172,160.6,7.29,0.69
10/04/2022 11:30,24,4,174,158,7.29,0.69
10/04/2022 12:00,25,4,176.2,160.5,7.29,0.69
10/04/2022 12:30,26,4,175,160.5,7.29,0.69
10/04/2022 13:00,27,4,175,140,7.29,0.69
10/04/2022 13:30,28,4,172,157,7.29,0.69
10/04/2022 14:00,29,4,172,160.8,7.29,0.69
10/04/2022 14:30,30,4,172,160.8,7.29,0.69
10/04/2022 15:00,31,5,172,224.5,58.62,1
10/04/2022 15:30,32,5,180,160.8,58.62,1
10/04/2022 16:00,33,5,194.1,160.8,58.62,1
10/04/2022 16:30,34,5,210,160.8,58.62,1
10/04/2022 17:00,35,5,215,162.1,58.62,1
10/04/2022 17:30,36,5,226,160,58.62,1
10/04/2022 18:00,37,5,232.5,162.1,58.62,1
10/04/2022 18:30,38,5,218,144.1,58.62,1
10/04/2022 19:00,39,6,237.2,295,4.09,0.75
10/04/2022 19:30,40,6,224,295,4.09,0.75
10/04/2022 20:00,41,6,242.8,295,4.09,0.75
10/04/2022 20:30,42,6,206,144.1,4.09,0.75
10/04/2022 21:00,43,6,221.75,163,4.09,0.75
10/04/2022 21:30,44,6,172,143,4.09,0.75
10/04/2022 22:00,45,6,204,145,4.09,0.75
10/04/2022 22:30,46,6,172,145,4.09,0.75
10/04/2022 23:00,47,1,220.8,155,3,3.01
10/04/2022 23:30,48,1,212.3,158,3,3.01
11/04/2022 00:00,1,1,200,158,3,3.01
11/04/2022 00:30,2,1,191.4,141,3,3.01
11/04/2022 01:00,3,1,187.3,141,3,3.01
11/04/2022 01:30,4,1,202.6,141,3,3.01
11/04/2022 02:00,5,1,202.5,200,3,3.01
11/04/2022 02:30,6,1,187.1,265,3,3.01
11/04/2022 03:00,7,2,195,220,3.77,3.74
11/04/2022 03:30,8,2,173,151,3.77,3.74
11/04/2022 04:00,9,2,222,225,3.77,3.74
11/04/2022 04:30,10,2,200,225,3.77,3.74
11/04/2022 05:00,11,2,236.02,294.5,3.77,3.74
11/04/2022 05:30,12,2,228,294.5,3.77,3.74
11/04/2022 06:00,13,2,202.7,250,3.77,3.74
11/04/2022 06:30,14,2,237.3,152.05,3.77,3.74
11/04/2022 07:00,15,3,204.5,152.05,59.79,1.2
11/04/2022 07:30,16,3,260.8,152.05,59.79,1.2
11/04/2022 08:00,17,3,230.4,304.9,59.79,1.2
11/04/2022 08:30,18,3,215,304.9,59.79,1.2
11/04/2022 09:00,19,3,191.28,245,59.79,1.2
11/04/2022 09:30,20,3,162,150,59.79,1.2
11/04/2022 10:00,21,3,179.4,150,59.79,1.2
